2000,Atlanta Hawks,43125502
2000,Boston Celtics,46152875
2000,Charlotte Hornets,38619012
2000,Chicago Bulls,27032368
2000,Cleveland Cavaliers,46547966
2000,Dallas Mavericks,39479500
2000,Denver Nuggets,43205814
2000,Detroit Pistons,42141801
2000,Golden State Warriors,36133518
2000,Houston Rockets,52269366
2000,Indiana Pacers,54158605
2000,Los Angeles Clippers,22489343
2000,Los Angeles Lakers,54123533
2000,Miami Heat,50966573
2000,Milwaukee Bucks,45755447
2000,Minnesota Timberwolves,42132272
2000,New Jersey Nets,52735461
2000,New York Knicks,71340801
2000,Orlando Magic,41586801
2000,Philadelphia 76ers,42333833
2000,Phoenix Suns,46543302
2000,Portland Trailblazers,73898705
2000,Sacramento Kings,40113125
2000,San Antonio Spurs,42579801
2000,Seattle Sonics,38258910
2000,Toronto Raptors,34730320
2000,Utah Jazz,49206026
2000,Vancouver Grizzlies,37749568
2000,Washington Wizards,52648000
