2002,Atlanta Hawks,51179169
2002,Boston Celtics,47469112
2002,Charlotte Hornets,49999445
2002,Chicago Bulls,42592857
2002,Cleveland Cavaliers,45649974
2002,Dallas Mavericks,57363430
2002,Denver Nuggets,54426938
2002,Detroit Pistons,42355177
2002,Golden State Warriors,47681152
2002,Houston Rockets,49168169
2002,Indiana Pacers,53211121
2002,Los Angeles Clippers,33849932
2002,Los Angeles Lakers,53458686
2002,Memphis Grizzlies,50920631
2002,Miami Heat,52605146
2002,Milwaukee Bucks,56224266
2002,Minnesota Timberwolves,54559632
2002,New Jersey Nets,75172371
2002,New York Knicks,85457889
2002,Orlando Magic,45796501
2002,Philadelphia 76ers,58073366
2002,Phoenix Suns,56187219
2002,Portland Trailblazers,83758700
2002,Sacramento Kings,54921012
2002,San Antonio Spurs,45719814
2002,Seattle Sonics,45431733
2002,Toronto Raptors,52282161
2002,Utah Jazz,52642362
2002,Washington Wizards,54776087
