2009,Atlanta Hawks,68168841
2009,Boston Celtics,79188973
2009,Charlotte Bobcats,62507774
2009,Chicago Bulls,67705816
2009,Cleveland Cavaliers,90833539
2009,Dallas Mavericks,94830398
2009,Denver Nuggets,69422003
2009,Detroit Pistons,71084287
2009,Golden State Warriors,67416431
2009,Houston Rockets,72981100
2009,Indiana Pacers,69668818
2009,Los Angeles Clippers,62174296
2009,Los Angeles Lakers,78245793
2009,Memphis Grizzlies,55093507
2009,Miami Heat,69952802
2009,Milwaukee Bucks,71088614
2009,Minnesota Timberwolves,65980450
2009,New Jersey Nets,62666523
2009,New Orleans Hornets,66842294
2009,New York Knicks,96643646
2009,Oklahoma City Thunder,68341605
2009,Orlando Magic,69672979
2009,Philadelphia 76ers,67242522
2009,Phoenix Suns,76001311
2009,Portland Trailblazers,79887114
2009,Sacramento Kings,68739818
2009,San Antonio Spurs,67993153
2009,Toronto Raptors,73197890
2009,Utah Jazz,65841407
2009,Washington Wizards,70542500
