2003,Atlanta Hawks,55620088
2003,Boston Celtics,52423200
2003,Chicago Bulls,44468592
2003,Cleveland Cavaliers,49610440
2003,Dallas Mavericks,72155176
2003,Denver Nuggets,49056548
2003,Detroit Pistons,47777892
2003,Golden State Warriors,47737716
2003,Houston Rockets,50181240
2003,Indiana Pacers,53347324
2003,Los Angeles Clippers,42768280
2003,Los Angeles Lakers,62758616
2003,Memphis Grizzlies,61009168
2003,Miami Heat,57378320
2003,Milwaukee Bucks,57995152
2003,Minnesota Timberwolves,58473004
2003,New Jersey Nets,60350424
2003,New Orleans Hornets,44458880
2003,New York Knicks,93452376
2003,Orlando Magic,50042784
2003,Philadelphia 76ers,64822488
2003,Phoenix Suns,54544540
2003,Portland Trailblazers,105203088
2003,Sacramento Kings,70114984
2003,San Antonio Spurs,52789992
2003,Seattle Sonics,53167480
2003,Toronto Raptors,55067512
2003,Utah Jazz,49897044
2003,Washington Wizards,46298624
