1991,Atlanta Hawks,11976000
1991,Boston Celtics,11426000
1991,Charlotte Hornets,11577000
1991,Chicago Bulls,10040000
1991,Cleveland Cavaliers,14473000
1991,Dallas Mavericks,11743000
1991,Denver Nuggets,11365000
1991,Detroit Pistons,13025000
1991,Golden State Warriors,11775000
1991,Houston Rockets,11960000
1991,Indiana Pacers,11291000
1991,Los Angeles Clippers,10615000
1991,Los Angeles Lakers,12145000
1991,Miami Heat,8925000
1991,Milwaukee Bucks,11775000
1991,Minnesota Timberwolves,8050000
1991,New Jersey Nets,11860000
1991,New York Knicks,13712000
1991,Orlando Magic,7872000
1991,Philadelphia 76ers,12385000
1991,Phoenix Suns,11833000
1991,Portland Trailblazers,11455000
1991,Sacramento Kings,10480000
1991,San Antonio Spurs,11792000
1991,Seattle Supersonics,10890000
1991,Utah Jazz,11227000
1991,Washington Bullets,9640000
