1996,Atlanta Hawks,22227000
1996,Boston Celtics,20219000
1996,Charlotte Hornets,23084000
1996,Chicago Bulls,23512000
1996,Cleveland Cavaliers,27695000
1996,Dallas Mavericks,21753000
1996,Denver Nuggets,24553000
1996,Detroit Pistons,23970000
1996,Golden State Warriors,22877000
1996,Houston Rockets,25632000
1996,Indiana Pacers,23909000
1996,Los Angeles Clippers,21165000
1996,Los Angeles Lakers,30073000
1996,Miami Heat,22087000
1996,Milwaukee Bucks,23011000
1996,Minnesota Timberwolves,22642000
1996,New Jersey Nets,22580000
1996,New York Knicks,43329000
1996,Orlando Magic,36526560
1996,Philadelphia 76ers,25133000
1996,Phoenix Suns,36525000
1996,Portland Trailblazers,23926000
1996,Sacramento Kings,24391000
1996,San Antonio Spurs,26553000
1996,Seattle Supersonics,25852000
1996,Toronto Raptors,17955000
1996,Utah Jazz,22451000
1996,Vancouver Grizzlies,18413000
1996,Washington Bullets,22224000
