2015,Atlanta Hawks,58442393
2015,Boston Celtics,61963676
2015,Brooklyn Nets,88131590
2015,Charlotte Hornets,66074288
2015,Chicago Bulls,66881435
2015,Cleveland Cavaliers,81829595
2015,Dallas Mavericks,74911318
2015,Denver Nuggets,56760536
2015,Detroit Pistons,64180917
2015,Golden State Warriors,73247194
2015,Houston Rockets,71820202
2015,Indiana Pacers,74418206
2015,Los Angeles Clippers,84214541
2015,Los Angeles Lakers,70196967
2015,Memphis Grizzlies,74180764
2015,Miami Heat,75660795
2015,Milwaukee Bucks,57112018
2015,Minnesota Timberwolves,69288851
2015,New Orleans Pelicans,73915955
2015,New York Knicks,80917095
2015,Oklahoma City Thunder,79745156
2015,Orlando Magic,59095964
2015,Philadelphia 76ers,53545976
2015,Phoenix Suns,62158209
2015,Portland Trailblazers,71696701
2015,Sacramento Kings,73898369
2015,San Antonio Spurs,69471008
2015,Toronto Raptors,79920736
2015,Utah Jazz,60220862
2015,Washington Wizards,73425287
