2007,Atlanta Hawks,48456234
2007,Boston Celtics,62622805
2007,Charlotte Bobcats,41689161
2007,Chicago Bulls,54754904
2007,Cleveland Cavaliers,62992729
2007,Dallas Mavericks,88531846
2007,Denver Nuggets,65370484
2007,Detroit Pistons,58767602
2007,Golden State Warriors,64985588
2007,Houston Rockets,63837566
2007,Indiana Pacers,63118965
2007,Los Angeles Clippers,59057690
2007,Los Angeles Lakers,77099949
2007,Memphis Grizzlies,61773025
2007,Miami Heat,63786777
2007,Milwaukee Bucks,63498518
2007,Minnesota Timberwolves,66788931
2007,New Jersey Nets,64372808
2007,New Orleans Hornets,53711107
2007,New York Knicks,117024192
2007,Orlando Magic,61013311
2007,Philadelphia 76ers,69140163
2007,Phoenix Suns,65399240
2007,Portland Trailblazers,75026386
2007,Sacramento Kings,63975244
2007,San Antonio Spurs,65327646
2007,Seattle Sonics,56931964
2007,Toronto Raptors,50581694
2007,Utah Jazz,61930567
2007,Washington Wizards,62733705
