2014,Brooklyn Nets,102816531
2014,New York Knicks,88158750
2014,Miami Heat,80707960
2014,Los Angeles Lakers,77031703
2014,Los Angeles Clippers,72413172
2014,Memphis Grizzlies,72132678
2014,Golden State Warriors,71448912
2014,Chicago Bulls,71043080
2014,Boston Celtics,70551742
2014,Washington Wizards,70390124
2014,Oklahoma City Thunder,70105501
2014,Toronto Raptors,69611003
2014,Minnesota Timberwolves,67562459
2014,Dallas Mavericks,67285965
2014,Indiana Pacers,66639356
2014,Cleveland Cavaliers,66611520
2014,New Orleans Pelicans,66185628
2014,Denver Nuggets,65638934
2014,San Antonio Spurs,63810698
2014,Houston Rockets,63312596
2014,Charlotte Bobcats,63027625
2014,Portland Trailblazers,62599372
2014,Sacramento Kings,62493006
2014,Detroit Pistons,61897253
2014,Atlanta Hawks,58297209
2014,Utah Jazz,56968249
2014,Orlando Magic,56737613
2014,Milwaukee Bucks,55373544
2014,Phoenix Suns,55046437
2014,Philadelphia 76ers,53308029
