1989,Atlanta Hawks,7382500
1989,Boston Celtics,8478833
1989,Charlotte Hornets,4770000
1989,Chicago Bulls,6935000
1989,Cleveland Cavaliers,6677000
1989,Dallas Mavericks,5607400
1989,Denver Nuggets,7495266
1989,Detroit Pistons,7530500
1989,Golden State Warriors,6013000
1989,Houston Rockets,7222666
1989,Indiana Pacers,6515666
1989,Los Angeles Clippers,7258333
1989,Los Angeles Lakers,10693860
1989,Miami Heat,3405000
1989,Milwaukee Bucks,7792000
1989,New Jersey Nets,7015000
1989,New York Knicks,8290000
1989,Philadelphia 76ers,6386833
1989,Phoenix Suns,6404000
1989,Portland Trailblazers,8419500
1989,Sacramento Kings,6105500
1989,San Antonio Spurs,6536000
1989,Seattle Supersonics,6237000
1989,Utah Jazz,5510000
1989,Washington Bullets,4810666
