1992,Atlanta Hawks,12930000
1992,Boston Celtics,25343000
1992,Charlotte Hornets,12625000
1992,Chicago Bulls,16829000
1992,Cleveland Cavaliers,16882000
1992,Dallas Mavericks,13004000
1992,Denver Nuggets,11879000
1992,Detroit Pistons,15428000
1992,Golden State Warriors,12500000
1992,Houston Rockets,13274000
1992,Indiana Pacers,15090000
1992,Los Angeles Clippers,12976000
1992,Los Angeles Lakers,15673000
1992,Miami Heat,11514000
1992,Milwaukee Bucks,12451000
1992,Minnesota Timberwolves,10763000
1992,New Jersey Nets,12598000
1992,New York Knicks,12399000
1992,Orlando Magic,12250000
1992,Philadelphia 76ers,14058000
1992,Phoenix Suns,13593000
1992,Portland Trailblazers,12742000
1992,Sacramento Kings,12492000
1992,San Antonio Spurs,11587000
1992,Seattle Supersonics,13308000
1992,Utah Jazz,12761000
1992,Washington Bullets,12633000
