1993,Atlanta Hawks,18035000
1993,Boston Celtics,24998000
1993,Charlotte Hornets,14151000
1993,Chicago Bulls,18535000
1993,Cleveland Cavaliers,19675000
1993,Dallas Mavericks,11459000
1993,Denver Nuggets,13776000
1993,Detroit Pistons,13953000
1993,Golden State Warriors,15473000
1993,Houston Rockets,15902000
1993,Indiana Pacers,16267000
1993,Los Angeles Clippers,14287000
1993,Los Angeles Lakers,18851000
1993,Miami Heat,15125000
1993,Milwaukee Bucks,14032000
1993,Minnesota Timberwolves,13731000
1993,New Jersey Nets,16314000
1993,New York Knicks,14000000
1993,Orlando Magic,14969000
1993,Philadelphia 76ers,17368000
1993,Phoenix Suns,14305000
1993,Portland Trail Blazers,16369000
1993,Sacramento Kings,13953000
1993,San Antonio Spurs,18223000
1993,Seattle SuperSonics,14033000
1993,Utah Jazz,14517000
1993,Washington Bullets,17249000
