1999,Atlanta Hawks,40050000
1999,Boston Celtics,32780000
1999,Charlotte Hornets,30830000
1999,Chicago Bulls,29450000
1999,Cleveland Cavaliers,30390000
1999,Dallas Mavericks,35250000
1999,Denver Nuggets,31990000
1999,Detroit Pistons,33610000
1999,Golden State Warriors,31450000
1999,Houston Rockets,37920000
1999,Indiana Pacers,52120000
1999,Los Angeles Clippers,29990000
1999,Los Angeles Lakers,41480000
1999,Miami Heat,47600000
1999,Milwaukee Bucks,34340000
1999,Minnesota Timberwolves,33450000
1999,New Jersey Nets,41960000
1999,New York Knicks,69400000
1999,Orlando Magic,41100000
1999,Philadelphia 76ers,36240000
1999,Phoenix Suns,36960000
1999,Portland Trailblazers,53350000
1999,Sacramento Kings,33700000
1999,San Antonio Spurs,40150000
1999,Seattle Sonics,31920000
1999,Toronto Raptors,36880000
1999,Utah Jazz,31350000
1999,Vancouver Grizzlies,33340000
1999,Washington Wizards,44400000
