Don Henriksen,1955,All Team,70,-,23.8,1.99,5.8,0.342,-,-,-,1.96,2.79,0.703,-,-,6.91,1.59,-,-,2.71,-,5.93,12.24
Gene Shue,1955,All Team,62,-,15.3,1.61,4.66,0.346,-,-,-,0.95,1.26,0.756,-,-,2.48,1.44,-,-,1.03,-,4.18,11.52
Connie Simmons,1955,BAL,36,-,23.9,3.81,10.67,0.357,-,-,-,2,3.17,0.632,-,-,6.11,1.69,-,-,3.03,-,9.61,-
Paul Hoffman,1955,BAL,38,-,17.6,1.71,5.68,0.301,-,-,-,1.68,2.45,0.688,-,-,3.26,2.47,-,-,2.45,-,5.11,-
Ken Murray,1955,BAL,66,-,24.1,2.83,8.11,0.35,-,-,-,1.48,1.95,0.76,-,-,2.71,3.39,-,-,1.91,-,7.15,-
Al McGuire,1955,BAL,10,-,9.8,0.9,3.2,0.281,-,-,-,0.5,0.7,0.714,-,-,0.9,0.8,-,-,1.5,-,2.3,-
Charlie Share,1955,BAL,69,-,24.4,3.41,8.36,0.407,-,-,-,5.09,7.13,0.713,-,-,9.91,1.22,-,-,3.96,-,11.9,-
Don Henriksen,1955,BAL,14,-,30.6,2,6.5,0.308,-,-,-,3.64,4.64,0.785,-,-,3.5,2.29,-,-,3,-,7.64,-
Rollen Hans,1955,BAL,13,-,13.7,2.31,5.15,0.448,-,-,-,1,1.92,0.52,-,-,1.23,2,-,-,1.54,-,5.62,-
Bob Houbregs,1955,BAL,64,-,20.7,2.31,6.03,0.383,-,-,-,2.02,2.84,0.709,-,-,4.64,1.34,-,-,2.81,-,6.64,-
Jim Neal,1955,BAL,13,-,14.9,0.92,4.54,0.203,-,-,-,1.08,1.62,0.667,-,-,3.62,0.69,-,-,1.69,-,2.92,-
Al Roges,1955,BAL,17,-,11.8,1.35,3.59,0.377,-,-,-,0.88,1.41,0.625,-,-,1.41,1.12,-,-,1.18,-,3.59,-
Herm Hedderick,1955,BAL,5,-,4.6,0.4,1.8,0.222,-,-,-,0,0.2,0,-,-,0.8,0.4,-,-,0.6,-,0.8,-
Frank Selvy,1955,BAL,71,-,37.6,6.37,16.83,0.378,-,-,-,6.25,8.59,0.728,-,-,5.55,3.45,-,-,3.24,-,18.99,-
Fred Scolari,1955,BOS,59,-,10.5,1.29,4.22,0.305,-,-,-,0.66,0.83,0.796,-,-,1.31,1.58,-,-,1.29,-,3.24,9.79
Jack Nichols,1955,BOS,64,-,29.8,3.89,10.25,0.38,-,-,-,2.16,2.77,0.78,-,-,8.33,2.25,-,-,3.72,-,9.94,13.85
Bob Brannum,1955,BOS,71,-,22.9,2.48,6.55,0.378,-,-,-,1.27,1.79,0.709,-,-,6.93,1.79,-,-,3.27,-,6.23,12.32
Ed Macauley,1955,BOS,71,-,38.1,5.68,13.39,0.424,-,-,-,6.23,7.86,0.792,-,-,8.45,3.87,-,-,2.41,-,17.58,20.56
Bob Cousy,1955,BOS,71,-,38.7,7.35,18.54,0.397,-,-,-,6.48,8.03,0.807,-,-,5.97,7.85,-,-,2.32,-,21.18,23.88
Bill Sharman,1955,BOS,68,-,36.1,6.66,15.62,0.427,-,-,-,5.1,5.69,0.897,-,-,4.44,4.12,-,-,3.12,-,18.43,19.94
Don Barksdale,1955,BOS,72,-,24.9,3.71,9.71,0.382,-,-,-,3.06,4.69,0.651,-,-,7.57,1.79,-,-,3.12,-,10.47,17.73
Red Morrison,1955,BOS,71,-,17.3,1.69,4,0.423,-,-,-,1.01,1.62,0.626,-,-,6.35,1.15,-,-,3.13,-,4.39,12.88
Togo Palazzi,1955,BOS,53,-,9.5,1.91,4.77,0.399,-,-,-,0.85,1.13,0.75,-,-,2.75,0.57,-,-,1.13,-,4.66,18.08
Frank Ramsey,1955,BOS,64,-,27.4,3.69,9.25,0.399,-,-,-,3.8,5.03,0.755,-,-,6.28,2.89,-,-,3.91,-,11.17,16.61
Skippy Whitaker,1955,BOS,3,-,5,0.33,2,0.167,-,-,-,0,0,0,-,-,0.33,0.33,-,-,1.33,-,0.67,-7.02
Max Zaslofsky,1955,FWP,70,-,26.6,3.84,11.73,0.328,-,-,-,3.53,5.03,0.702,-,-,2.73,2.9,-,-,1.86,-,11.21,13.97
Andy Phillip,1955,FWP,64,-,36.4,3.16,8.52,0.371,-,-,-,3.33,4.81,0.692,-,-,4.53,7.67,-,-,2.59,-,9.64,15.77
Frankie Brian,1955,FWP,71,-,19.5,3.34,8.77,0.38,-,-,-,3.06,3.59,0.851,-,-,1.79,2,-,-,1.87,-,9.73,18.1
Paul Walther,1955,FWP,68,-,12.1,0.82,2.37,0.348,-,-,-,0.79,1.29,0.614,-,-,2.28,1.93,-,-,1.69,-,2.44,11.41
Larry Foust,1955,FWP,70,-,32.3,5.69,11.69,0.487,-,-,-,5.61,7.33,0.766,-,-,10,1.69,-,-,3.77,-,16.99,24.89
Mel Hutchins,1955,FWP,72,-,39.7,4.74,12.54,0.378,-,-,-,2.53,3.57,0.708,-,-,9.24,3.43,-,-,3.22,-,12,14.2
Monk Meineke,1955,FWP,68,-,15.1,2,5.38,0.372,-,-,-,1.75,2.5,0.7,-,-,3.62,0.94,-,-,2.25,-,5.75,15.39
Jim Fritsche,1955,FWP,16,-,9.4,1,3,0.333,-,-,-,0.81,1,0.812,-,-,2,0.25,-,-,1.75,-,2.81,8.4
George Yardley,1955,FWP,60,-,35.8,6.05,14.48,0.418,-,-,-,5.17,6.93,0.745,-,-,9.9,2.1,-,-,3.42,-,17.27,20.99
Dick Rosenthal,1955,FWP,67,-,21,2.94,7.81,0.377,-,-,-,1.94,2.7,0.718,-,-,4.48,2.28,-,-,2.67,-,7.82,15.56
Bill Calhoun,1955,MIL,69,-,30.6,2.09,6.96,0.3,-,-,-,2.41,3.42,0.703,-,-,4.2,3.41,-,-,2.62,-,6.58,9.43
Alex Hannum,1955,MIL,53,-,20.5,2.38,6.75,0.352,-,-,-,1.15,2.02,0.57,-,-,4.62,1.98,-,-,3.89,-,5.91,10.3
Bob Harrison,1955,MIL,72,-,31.9,4.15,12.15,0.342,-,-,-,1.75,2.57,0.681,-,-,3.14,3.5,-,-,4.04,-,10.06,10.04
George Ratkovicz,1955,MIL,9,-,11.3,0.33,2.11,0.158,-,-,-,1.11,2.56,0.435,-,-,1.89,1.44,-,-,1.67,-,1.78,4.27
Pep Saul,1955,MIL,65,-,17.5,1.48,4.66,0.317,-,-,-,1.46,1.89,0.772,-,-,2.06,1.6,-,-,1.94,-,4.42,8.96
Chuck Cooper,1955,MIL,70,-,25,2.76,8.13,0.339,-,-,-,2.67,3.56,0.751,-,-,5.5,2.16,-,-,3,-,8.19,13.29
Lew Hitch,1955,MIL,74,-,24,2.26,5.64,0.4,-,-,-,1.55,2.28,0.68,-,-,5.92,1.69,-,-,1.49,-,6.07,13.82
Charlie Share,1955,MIL,69,-,24.4,3.41,8.36,0.407,-,-,-,5.09,7.13,0.713,-,-,9.91,1.22,-,-,3.96,-,11.9,22.56
Fred Diute,1955,MIL,7,-,10.3,0.29,3,0.095,-,-,-,1,1.71,0.583,-,-,1.86,0.57,-,-,1.71,-,1.57,-1.48
Ronnie MacGilvray,1955,MIL,6,-,9.5,0.33,2,0.167,-,-,-,0.67,1.17,0.571,-,-,1.5,1.83,-,-,0.83,-,1.33,7.83
Phil Martin,1955,MIL,7,-,6.7,0.71,2.71,0.263,-,-,-,0.29,0.29,1,-,-,1.43,0.86,-,-,1,-,1.71,8.09
Ken McBride,1955,MIL,12,-,20.8,4,12.25,0.327,-,-,-,1.75,2.42,0.724,-,-,2.58,1.17,-,-,2.58,-,9.75,10.96
Carl McNulty,1955,MIL,1,-,14,1,6,0.167,-,-,-,0,0,0,-,-,0,0,-,-,1,-,2,-7.34
Bob Pettit,1955,MIL,72,-,36.9,7.22,17.76,0.407,-,-,-,5.92,7.88,0.751,-,-,13.81,3.18,-,-,3.58,-,20.36,25.9
Jim Pollard,1955,MIN,63,-,31.1,4.21,11.89,0.354,-,-,-,2.4,2.95,0.812,-,-,7.27,2.54,-,-,2.33,-,10.81,15.3
Slater Martin,1955,MIN,72,-,38.7,4.86,12.76,0.381,-,-,-,3.83,4.99,0.769,-,-,3.61,5.93,-,-,3.07,-,13.56,14.91
Vern Mikkelsen,1955,MIN,71,-,36,6.2,14.69,0.422,-,-,-,6.3,8.42,0.747,-,-,10.17,2.04,-,-,4.49,-,18.69,21.16
Dick Schnittker,1955,MIN,72,-,25,3.14,8.1,0.388,-,-,-,4.14,5.03,0.823,-,-,4.85,1.58,-,-,3.21,-,10.42,16.09
Whitey Skoog,1955,MIN,72,-,32.8,4.58,11.61,0.395,-,-,-,1.74,2.15,0.806,-,-,4.21,3.49,-,-,3.68,-,10.9,13.55
Jim Holstein,1955,MIN,62,-,15.8,1.73,5.32,0.324,-,-,-,1.08,1.52,0.713,-,-,3.32,0.94,-,-,1.73,-,4.53,9.7
Clyde Lovellette,1955,MIN,70,-,33.7,7.41,17.03,0.435,-,-,-,3.9,5.69,0.686,-,-,11.46,1.43,-,-,3.74,-,18.73,22.72
Don Sunderlage,1955,MIN,45,-,9,0.73,2.96,0.248,-,-,-,1.07,1.62,0.658,-,-,1.24,0.82,-,-,1.27,-,2.53,6.75
Bob Carney,1955,MIN,19,-,12.8,1.26,3.37,0.375,-,-,-,1.11,2.11,0.525,-,-,2.37,0.84,-,-,1.89,-,3.63,9.56
Ed Kalafat,1955,MIN,72,-,15.3,1.64,5.21,0.315,-,-,-,1.54,2.33,0.661,-,-,4.4,1.04,-,-,2.85,-,4.82,10.59
Bobby Watson,1955,MIN,63,-,11.1,1.14,3.54,0.323,-,-,-,0.49,0.71,0.689,-,-,1.38,1.25,-,-,1.06,-,2.78,8.77
Carl Braun,1955,NYK,71,-,34.9,5.63,14.54,0.388,-,-,-,3.86,4.82,0.801,-,-,4.15,3.86,-,-,2.93,-,15.13,17.23
Carl Braun,1955,NYK,71,-,34.9,5.63,14.54,0.388,-,-,-,3.86,4.82,0.801,-,-,4.15,3.86,-,-,2.93,-,15.13,17.23
Harry Gallatin,1955,NYK,72,-,35.4,4.58,11.93,0.384,-,-,-,5.46,6.71,0.814,-,-,13.82,2.44,-,-,2.86,-,14.62,21.62
Dick McGuire,1955,NYK,71,-,32.5,3.18,8.18,0.389,-,-,-,2.75,4.27,0.644,-,-,4.54,7.63,-,-,2.01,-,9.11,18.83
Nat Clifton,1955,NYK,72,-,33.2,5,12.94,0.386,-,-,-,3.11,4.56,0.683,-,-,8.5,2.75,-,-,3.07,-,13.11,16.97
Jim Baechtold,1955,NYK,72,-,35.2,5.03,12.47,0.403,-,-,-,3.88,4.71,0.823,-,-,4.26,3.03,-,-,2.81,-,13.93,15.73
Ray Felix,1955,NYK,72,-,28.1,5.06,11.56,0.438,-,-,-,4.31,6.92,0.622,-,-,11.36,0.93,-,-,3.97,-,14.42,22.55
Bob Peterson,1955,NYK,37,-,13.6,1.68,4.57,0.367,-,-,-,0.81,1.22,0.667,-,-,4.16,0.84,-,-,2.16,-,4.16,12.62
Don Anielak,1955,NYK,1,-,10,0,4,0,-,-,-,3,4,0.75,-,-,2,0,-,-,0,-,3,1.63
Fred Christ,1955,NYK,6,-,8,0.83,3,0.278,-,-,-,1.67,1.83,0.909,-,-,1.33,1.17,-,-,0.5,-,3.33,17.57
Bertram Cook,1955,NYK,37,-,11.5,1.14,3.59,0.316,-,-,-,0.92,1.35,0.68,-,-,1.95,0.89,-,-,1.05,-,3.19,9.88
Chuck Grigsby,1955,NYK,7,-,6.4,1,2.71,0.368,-,-,-,0.29,1.14,0.25,-,-,1.57,1,-,-,1.29,-,2.29,12.33
Herm Hedderick,1955,NYK,5,-,4.6,0.4,1.8,0.222,-,-,-,0,0.2,0,-,-,0.8,0.4,-,-,0.6,-,0.8,1.04
Bobby Knight,1955,NYK,2,-,14.5,1.5,3.5,0.429,-,-,-,0.5,0.5,1,-,-,0.5,4,-,-,3,-,3.5,13.12
Gene Shue,1955,NYK,56,-,15.8,1.73,4.89,0.354,-,-,-,0.96,1.29,0.75,-,-,2.57,1.39,-,-,1.07,-,4.43,11.79
Jack Turner,1955,NYK,65,-,14.2,1.71,4.74,0.36,-,-,-,0.92,1.17,0.789,-,-,2.37,1.18,-,-,1.17,-,4.34,12.19
Joe Graboski,1955,PHI,70,-,35.9,5.33,15.66,0.34,-,-,-,2.97,4.33,0.686,-,-,9.09,2.6,-,-,3.7,-,13.63,13.73
Paul Arizin,1955,PHI,72,-,41,7.35,18.4,0.399,-,-,-,6.31,8.12,0.776,-,-,9.38,2.92,-,-,3.75,-,21,20.39
Neil Johnston,1955,PHI,72,-,40.5,7.24,16.44,0.44,-,-,-,8.18,10.68,0.766,-,-,15.07,2.99,-,-,3.54,-,22.65,27.06
Danny Finn,1955,PHI,43,-,19.1,1.79,6.16,0.291,-,-,-,1.23,2,0.616,-,-,3.65,3.6,-,-,2.65,-,4.81,11.21
Zeke Zawoluk,1955,PHI,67,-,16.7,2.06,5.6,0.368,-,-,-,2.31,2.97,0.779,-,-,3.82,1.3,-,-,2.19,-,6.43,15.44
Walt Davis,1955,PHI,61,-,12.6,1.15,2.98,0.385,-,-,-,0.57,0.79,0.729,-,-,3.38,0.59,-,-,1.64,-,2.87,10.52
Jack George,1955,PHI,68,-,36.5,4.28,11.12,0.385,-,-,-,2.82,4.28,0.66,-,-,4.44,5.28,-,-,2.81,-,11.38,14.08
Tom Brennan,1955,PHI,11,-,4.7,0.45,1,0.455,-,-,-,0,0,0,-,-,0.45,0.18,-,-,0.45,-,0.91,7.07
Larry Costello,1955,PHI,19,-,24.4,2.42,7.32,0.331,-,-,-,1.37,1.68,0.812,-,-,2.58,4.11,-,-,1.95,-,6.21,11.69
George Dempsey,1955,PHI,48,-,28.9,2.65,7.5,0.353,-,-,-,2.04,2.94,0.695,-,-,4.92,3.62,-,-,2.94,-,7.33,11.82
