Mark Bryant,2003,All Team,16,0,6.2,0.31,1.19,0.263,0,0,0,0.19,0.25,0.75,0.5,0.75,1.25,0.25,0.06,0.06,1.12,0.44,0.81,0.32
Elden Campbell,2003,All Team,56,2,15.5,2.09,5.27,0.397,0,0.02,0,1.95,2.43,0.801,0.84,2.39,3.23,0.91,0.59,0.7,2.3,0.89,6.12,14.23
Bimbo Coles,2003,All Team,35,11,19.7,1.6,4.8,0.333,0.2,0.91,0.219,1,1.2,0.833,0.31,1.37,1.69,2.06,0.49,0.11,1.71,0.8,4.4,6.78
Tyrone Hill,2003,All Team,56,42,24.1,2.3,5.46,0.422,0,0,0,0.96,1.43,0.675,2.25,4.73,6.98,0.73,0.82,0.46,3.07,1.21,5.57,9.97
Gary Payton,2003,All Team,80,80,40.1,8.31,18.32,0.454,0.68,2.27,0.297,3.12,4.4,0.71,0.99,3.19,4.17,8.29,1.66,0.25,2.26,2.34,20.43,20.95
Kenny Anderson,2003,All Team,61,2,18.6,2.67,6.26,0.427,0.02,0.11,0.143,0.74,0.93,0.789,0.51,1.66,2.16,3.25,0.95,0.08,1.74,1.23,6.1,13.66
Chris Whitney,2003,All Team,51,21,20.6,2.43,6.84,0.355,0.98,3.22,0.305,1.12,1.35,0.826,0.06,1.25,1.31,2.84,0.57,0.04,1.8,1.39,6.96,9.18
Anthony Goldwire,2003,All Team,15,0,5.7,0.6,1.67,0.36,0.2,0.6,0.333,0.27,0.47,0.571,0,0.4,0.4,0.27,0.2,0,0.4,0.4,1.67,6
Ray Allen,2003,All Team,76,75,37.9,7.87,17.93,0.439,2.64,7.01,0.377,4.16,4.54,0.916,1.24,3.78,5.01,4.39,1.36,0.18,2.89,2.61,22.54,21.47
Kevin Ollie,2003,All Team,82,5,23.1,2.43,5.38,0.451,0.02,0.07,0.333,1.63,2.17,0.753,0.3,1.91,2.22,3.55,0.84,0.06,1.49,0.88,6.51,13.83
Mikki Moore,2003,All Team,8,0,5.4,0.62,1.62,0.385,0,0,0,1,1.25,0.8,0.75,0.25,1,0.38,0,0.5,0.88,0.25,2.25,17.44
Shammond Williams,2003,All Team,78,11,24.1,2.92,7.42,0.394,1.19,3.35,0.356,1,1.31,0.765,0.31,1.88,2.19,3.41,0.99,0.08,1.79,1.46,8.04,12.25
Jermaine Jackson,2003,All Team,53,1,10.5,0.75,2.08,0.364,0.02,0.19,0.1,0.75,1.04,0.727,0.36,0.72,1.08,1.4,0.36,0.11,0.96,0.64,2.28,9.04
James Posey,2003,All Team,83,71,30.3,3.72,9.06,0.411,0.84,2.76,0.306,2.47,2.96,0.833,1.08,4.05,5.13,2.22,1.28,0.18,2.37,1.73,10.76,13.68
Kenny Thomas,2003,All Team,66,42,30,3.94,8.47,0.465,0,0,0,2.23,2.98,0.746,2.8,5.21,8.02,1.7,0.94,0.42,2.56,1.76,10.11,14.89
Mark Blount,2003,All Team,81,31,17.3,1.85,4.28,0.432,0,0,0,1.25,1.72,0.727,1.37,2.43,3.8,0.69,0.52,0.84,2.31,1.27,4.95,10.7
Art Long,2003,All Team,26,0,8.1,1.08,2.88,0.373,0.08,0.12,0.667,0.08,0.38,0.2,0.81,1.5,2.31,0.23,0.19,0.42,1.35,0.77,2.31,6.05
Desmond Mason,2003,All Team,80,40,34.5,5.71,12.71,0.449,0.26,0.9,0.292,2.65,3.54,0.749,1.93,4.61,6.54,2.04,0.84,0.4,2.64,1.44,14.34,15.05
Mike Miller,2003,All Team,65,52,33.6,5.74,13.22,0.434,1.68,4.62,0.363,2.4,2.86,0.839,0.71,4.54,5.25,2.62,0.65,0.32,2.66,1.92,15.55,14.67
Kenny Satterfield,2003,All Team,39,6,12.9,1.41,4.69,0.301,0.13,0.72,0.179,0.44,0.64,0.68,0.41,0.69,1.1,1.74,0.51,0.05,0.92,1.1,3.38,4.87
Devin Brown,2003,All Team,10,2,9.3,1.2,3.5,0.343,0,0.1,0,0.6,0.8,0.75,0.8,1,1.8,0.7,0.4,0.1,1.4,0.9,3,6.73
Gordan Giricek,2003,All Team,76,62,28.2,4.61,10.57,0.436,1.12,3.28,0.341,1.97,2.41,0.82,0.47,2.66,3.13,1.8,0.68,0.11,2.09,1.91,12.3,12.17
Drew Gooden,2003,All Team,70,47,26.8,5.07,11.1,0.457,0.2,0.69,0.292,2.16,3.03,0.712,2.33,4.17,6.5,1.19,0.76,0.5,2.46,2.14,12.5,15.14
Adam Harrington,2003,All Team,19,0,5.8,0.58,1.95,0.297,0.32,0.79,0.4,0.16,0.21,0.75,0.05,0.37,0.42,0.63,0.11,0.05,0.42,0.11,1.58,7.76
Ryan Humphrey,2003,All Team,48,1,9.3,0.73,2.5,0.292,0,0,0,0.48,0.81,0.59,0.71,1.35,2.06,0.23,0.19,0.35,1.56,0.48,1.94,3.92
Flip Murray,2003,All Team,14,0,4.4,0.79,2.21,0.355,0,0.36,0,0.36,0.57,0.625,0,0.29,0.29,0.36,0.29,0,0,0.57,1.93,7.09
Mike Wilks,2003,All Team,46,7,15,1.09,3.22,0.338,0.22,0.76,0.286,0.8,1.02,0.787,0.43,1.11,1.54,2,0.59,0.09,1.5,0.61,3.2,9.38
Antonio Harvey,2003,ATL,4,0,8,0.5,1.25,0.4,0,0,0,0,0,0,0.25,1.25,1.5,0,0.25,1,1.75,0.75,1,2.67
Glenn Robinson,2003,ATL,69,68,37.6,7.81,18.09,0.432,1.3,3.81,0.342,3.88,4.43,0.876,1.25,5.38,6.62,2.97,1.32,0.38,2.65,3.59,20.81,16.66
Alan Henderson,2003,ATL,82,3,18.2,1.87,3.99,0.468,0,0.02,0,1.07,1.68,0.638,1.9,2.95,4.85,0.5,0.4,0.39,2.05,0.74,4.8,12.08
Theo Ratliff,2003,ATL,81,81,31.1,3.41,7.35,0.464,0,0,0,1.9,2.64,0.72,1.9,5.59,7.49,0.9,0.69,3.23,3.35,1.69,8.72,13.86
Shareef Abdur-Rahim,2003,ATL,81,81,38.1,6.99,14.6,0.478,0.26,0.74,0.35,5.62,6.68,0.841,2.16,6.2,8.36,2.99,1.07,0.56,2.96,2.6,19.85,20.14
Emanual Davis,2003,ATL,24,1,14.2,1.33,3.67,0.364,0.29,1.21,0.241,0.71,0.92,0.773,0.21,1.58,1.79,1.5,0.5,0.08,1.17,1.04,3.67,7.88
Darvin Ham,2003,ATL,75,1,12.3,0.95,2.12,0.447,0,0.04,0,0.51,1.05,0.481,0.97,1.07,2.04,0.51,0.21,0.25,1.68,0.87,2.4,5.51
Matt Maloney,2003,ATL,14,0,7.4,0.57,1.79,0.32,0.36,1.07,0.333,0.21,0.36,0.6,0.07,0.43,0.5,1.21,0.29,0,0.64,0.36,1.71,9.4
Amal McCaskill,2003,ATL,11,0,6.4,0.36,1.55,0.235,0,0,0,0.27,0.36,0.75,0.64,1.36,2,0.45,0.27,0.09,1.18,0.18,1,7.13
Chris Crawford,2003,ATL,5,0,7.6,1.6,2.6,0.615,0.2,0.6,0.333,1.4,1.6,0.875,0.6,0.8,1.4,0.2,0.4,0.6,1.4,0.4,4.8,28.48
Brandon Williams,2003,ATL,6,0,3.2,0.17,1.17,0.143,0,0.17,0,0,0,0,0.33,0,0.33,0,0.33,0,0.67,0.5,0.33,-10.58
Corey Benjamin,2003,ATL,9,0,16.9,1.44,4.78,0.302,0.22,1.44,0.154,1.33,1.78,0.75,1.11,2.33,3.44,1.11,0.11,0.22,2.22,0.67,4.44,7.31
Nazr Mohammed,2003,ATL,35,0,12.8,1.91,4.54,0.421,0,0,0,0.74,1.17,0.634,1.34,2.34,3.69,0.17,0.46,0.6,2.26,0.71,4.57,12.47
Mikki Moore,2003,ATL,5,0,6.2,1,2.4,0.417,0,0,0,1.6,2,0.8,1,0.4,1.4,0.6,0,0.4,0.2,0.4,3.6,24.39
Dion Glover,2003,ATL,76,42,24.9,3.64,8.53,0.427,0.74,2.08,0.354,1.67,2.13,0.784,0.82,2.89,3.71,1.86,0.93,0.2,1.92,1.42,9.7,13.54
Jermaine Jackson,2003,ATL,29,0,9.4,0.66,1.45,0.452,0,0.03,0,0.59,0.97,0.607,0.31,0.79,1.1,1.21,0.34,0.1,0.93,0.52,1.9,9.79
Jason Terry,2003,ATL,81,81,38,6.02,14.09,0.428,1.98,5.32,0.371,3.2,3.6,0.887,0.46,2.99,3.44,7.41,1.56,0.17,2.16,3.07,17.22,18.26
Ira Newble,2003,ATL,73,45,26.5,3.16,6.4,0.495,0.44,1.15,0.381,0.96,1.23,0.778,1.18,2.53,3.71,1.36,0.68,0.36,2.38,0.95,7.73,11.74
Dan Dickau,2003,ATL,50,0,10.3,1.4,3.4,0.412,0.44,1.22,0.361,0.42,0.52,0.808,0.18,0.68,0.86,1.7,0.28,0.04,1.32,1.06,3.66,9.87
Paul Shirley,2003,ATL,2,0,2.5,0,2,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,-27.83
Mike Wilks,2003,ATL,15,7,24.3,1.93,5.4,0.358,0.4,1.13,0.353,1.4,1.93,0.724,0.6,2.13,2.73,2.8,1.07,0.07,2.53,1.07,5.67,9.9
Mark Bryant,2003,BOS,2,0,4.5,0,0.5,0,0,0,0,0,0,0,0,1,1,0.5,0,0,1,0,0,0.44
Grant Long,2003,BOS,41,1,11.9,0.66,1.71,0.386,0,0.07,0,0.44,0.56,0.783,0.59,1.44,2.02,0.61,0.22,0.02,1.51,0.46,1.76,5.36
Bimbo Coles,2003,BOS,14,0,12.5,1.57,3.5,0.449,0,0.5,0,0.57,0.57,1,0.07,0.71,0.79,1.14,0.43,0,1.21,0.71,3.71,8.74
Vin Baker,2003,BOS,52,9,18.1,1.9,3.98,0.478,0,0.08,0,1.38,2.06,0.673,1.73,2.08,3.81,0.56,0.42,0.58,2.81,1.17,5.19,10.52
Eric Williams,2003,BOS,82,79,28.7,3.1,7.01,0.442,0.45,1.34,0.336,2.45,3.27,0.75,1.74,2.91,4.66,1.71,1.05,0.23,2.85,1.18,9.1,13.1
Tony Delk,2003,BOS,67,39,28,3.48,8.36,0.416,1.79,4.54,0.395,1.01,1.3,0.782,0.61,2.85,3.46,2.18,1.07,0.15,1.85,1.03,9.76,13.73
