Nate Thurmond,1976,All Team,78,-,17.9,1.82,4.32,0.421,-,-,-,0.79,1.58,0.504,1.47,3.85,5.32,1.21,0.28,1.26,2.05,-,4.44,12
Wali Jones,1976,All Team,17,-,10.4,1.35,2.88,0.469,-,-,-,0.53,0.76,0.692,0,0.53,0.53,1.94,0.35,0,1.59,-,3.24,11.36
Matt Guokas,1976,All Team,56,-,14.2,1.3,3.09,0.422,-,-,-,0.32,0.48,0.667,0.39,0.73,1.12,1.25,0.32,0.05,1.36,-,2.93,6.85
Jack Marin,1976,All Team,79,-,24.2,4.34,10.28,0.422,-,-,-,2.04,2.38,0.856,0.87,2.32,3.19,1.78,0.57,0.14,2.08,-,10.72,12.69
Pat Riley,1976,All Team,62,-,13.1,1.89,4.85,0.389,-,-,-,0.89,1.24,0.714,0.26,0.55,0.81,0.92,0.35,0.1,1.81,-,4.66,7.58
Butch Beard,1976,All Team,75,-,22.7,3.04,6.61,0.46,-,-,-,1.92,2.56,0.75,1.37,2.76,4.13,2.91,1.08,0.11,2.88,-,8,14.55
Steve Kuberski,1976,All Team,70,-,13.8,1.93,4.16,0.464,-,-,-,1.01,1.13,0.899,1.29,2.41,3.7,0.67,0.17,0.19,1.9,-,4.87,12.06
Gar Heard,1976,All Team,86,-,31.9,4.56,10.48,0.435,-,-,-,1.84,2.88,0.637,2.87,7.23,10.1,2.21,1.36,1.12,3.52,-,10.95,13.72
John Johnson,1976,All Team,76,-,22.3,4.16,9.17,0.453,-,-,-,1.58,2.04,0.774,1.24,3.13,4.37,2.86,0.75,0.47,2.55,-,9.89,15.22
Cliff Meely,1976,All Team,34,-,9.2,1.53,3.88,0.394,-,-,-,0.97,1.41,0.688,0.65,2.21,2.85,0.56,0.41,0.24,1.79,-,4.03,13.09
Steve Patterson,1976,All Team,66,-,13.9,1.27,3.33,0.382,-,-,-,0.52,0.82,0.63,1.21,2.24,3.45,1.21,0.24,0.24,1.41,-,3.06,9.92
Freddie Boyd,1976,All Team,36,-,17.1,2.06,4.75,0.433,-,-,-,0.81,1.42,0.569,0.11,0.78,0.89,2.22,0.78,0.19,1.64,-,4.92,9.88
Rowland Garrett,1976,All Team,55,-,9.8,1.96,4.69,0.419,-,-,-,0.96,1.18,0.815,0.82,1.31,2.13,0.31,0.45,0.13,1.24,-,4.89,14.9
Mike Bantom,1976,All Team,73,-,21.5,3.01,6.52,0.462,-,-,-,1.86,2.73,0.683,1.92,3.44,5.36,1.44,0.38,0.38,3.03,-,7.89,12.55
Steve Hawes,1976,All Team,72,-,19.6,2.76,5.6,0.494,-,-,-,1.21,1.67,0.725,2.38,4.53,6.9,1.6,0.61,0.35,2.35,-,6.74,15.11
Eric Fernsten,1976,All Team,37,-,7.2,0.89,2.32,0.384,-,-,-,0.7,1,0.703,0.68,1.22,1.89,0.51,0.19,0.38,0.57,-,2.49,14.3
Gene Short,1976,All Team,34,-,6.5,0.94,2.68,0.352,-,-,-,0.59,0.94,0.625,0.56,0.85,1.41,0.29,0.24,0.09,1.06,-,2.47,9.8
John Shumate,1976,All Team,75,-,26.3,4.43,7.89,0.561,-,-,-,2.83,4.35,0.65,1.91,5.48,7.39,1.69,1.09,0.45,2.12,-,11.68,17.39
Tom Van Arsdale,1976,ATL,75,-,27,4.61,10.47,0.441,-,-,-,1.68,2.21,0.759,0.47,2.01,2.48,1.95,0.76,0.09,2.69,-,10.91,11.06
Lou Hudson,1976,ATL,81,-,31.6,7.02,14.88,0.472,-,-,-,2.93,3.59,0.814,1.28,2.42,3.7,2.64,1.53,0.21,2.98,-,16.98,16.86
Connie Hawkins,1976,ATL,74,-,25.8,3.2,7.16,0.447,-,-,-,1.84,2.58,0.712,1.38,4.64,6.01,2.86,1.08,0.62,2.32,-,8.24,14.31
Dean Meminger,1976,ATL,68,-,20.9,2.28,5.57,0.409,-,-,-,1.47,2.24,0.658,0.96,1.26,2.22,3.26,0.79,0.12,1.71,-,6.03,12.09
John Brown,1976,ATL,75,-,23.4,2.87,6.48,0.442,-,-,-,2.16,2.79,0.775,1.95,3.43,5.37,1.68,0.6,0.21,3.13,-,7.89,12.6
Dwight Jones,1976,ATL,66,-,26.7,3.8,8.21,0.463,-,-,-,2.47,3.32,0.744,2.59,5.35,7.94,1.26,0.79,0.92,3.24,-,10.08,15.02
John Drew,1976,ATL,77,-,30.5,7.61,15.17,0.502,-,-,-,6.34,8.52,0.744,3.71,4.86,8.57,1.95,1.79,0.39,3.39,-,21.56,25.34
Dennis DuVal,1976,ATL,13,-,10,1.15,3.31,0.349,-,-,-,0.46,0.69,0.667,0.08,0.54,0.62,1.54,0.46,0.15,1.15,-,2.77,9.12
Tom Henderson,1976,ATL,81,-,35.8,5.79,14.02,0.413,-,-,-,2.67,3.77,0.708,0.72,2.56,3.27,4.62,1.69,0.12,2.41,-,14.25,13.21
Mike Sojourner,1976,ATL,67,-,23.9,3.7,7.82,0.473,-,-,-,1.19,1.78,0.672,1.88,4.82,6.7,0.87,0.57,0.6,2.6,-,8.6,13.13
Jim Creighton,1976,ATL,32,-,5.4,0.38,1.34,0.279,-,-,-,0.22,0.5,0.438,0.41,1,1.41,0.12,0.06,0.28,0.72,-,0.97,5.53
Wilbur Holland,1976,ATL,33,-,10.6,2.58,6.45,0.399,-,-,-,0.67,1.03,0.647,0.45,0.79,1.24,0.79,0.61,0.06,1.45,-,5.82,13.19
Bill Willoughby,1976,ATL,62,-,14,1.82,4.58,0.398,-,-,-,1.06,1.61,0.66,1.66,2.98,4.65,0.5,0.6,0.47,1.4,-,4.71,13.77
John Havlicek,1976,BOS,76,-,34.2,6.63,14.75,0.45,-,-,-,3.7,4.38,0.844,1.53,2.61,4.13,3.66,1.28,0.38,2.68,-,16.96,15.58
Don Nelson,1976,BOS,75,-,12.6,2.33,5.05,0.462,-,-,-,1.69,2.15,0.789,0.75,1.68,2.43,1.03,0.19,0.09,1.53,-,6.36,15.15
Paul Silas,1976,BOS,81,-,32.9,3.89,9.14,0.426,-,-,-,2.91,4.11,0.709,4.51,8.15,12.65,2.51,0.69,0.41,2.8,-,10.69,14.36
Steve Kuberski,1976,BOS,60,-,14.7,2.13,4.57,0.467,-,-,-,1.13,1.27,0.895,1.43,2.47,3.9,0.73,0.18,0.18,2.05,-,5.4,12.5
Jo Jo White,1976,BOS,82,-,39.7,8.17,18.2,0.449,-,-,-,2.59,3.09,0.838,0.74,3.07,3.82,5.43,1.3,0.24,2.23,-,18.93,14.64
Dave Cowens,1976,BOS,78,-,39.8,7.83,16.73,0.468,-,-,-,3.29,4.36,0.756,4.29,11.68,15.97,4.17,1.21,0.91,4.03,-,18.96,18.6
Charlie Scott,1976,BOS,82,-,35.5,7.17,15.96,0.449,-,-,-,3.26,4.09,0.797,1.29,3.07,4.37,4.16,1.26,0.29,4.34,-,17.6,14.63
Jim Ard,1976,BOS,81,-,10.5,1.32,3.63,0.364,-,-,-,0.88,1.23,0.71,1.19,2.38,3.57,0.59,0.15,0.44,1.74,-,3.52,11.38
Glenn McDonald,1976,BOS,75,-,13.6,2.55,6.08,0.419,-,-,-,0.53,0.75,0.714,0.75,1.05,1.8,0.91,0.52,0.27,1.64,-,5.63,11.05
Kevin Stacom,1976,BOS,77,-,14.5,2.21,5.03,0.439,-,-,-,0.88,1.18,0.747,0.81,1.29,2.09,1.66,0.3,0.06,1.52,-,5.3,11.78
Jerome Anderson,1976,BOS,22,-,5.7,1.14,2.05,0.556,-,-,-,0.5,0.73,0.688,0.18,0.41,0.59,0.27,0.14,0.14,1.14,-,2.77,13.12
Tom Boswell,1976,BOS,35,-,7.9,1.17,2.66,0.441,-,-,-,0.4,0.69,0.583,0.74,1.29,2.03,0.46,0.06,0.03,2,-,2.74,8.85
Ed Searcy,1976,BOS,4,-,3,0.5,1.5,0.333,-,-,-,0.5,0.5,1,0,0,0,0.25,0,0,1,-,1.5,5.63
Jim Washington,1976,BUF,1,-,7,0,1,0,-,-,-,0,0,0,1,0,1,1,0,0,0,-,0,3.73
Bob Weiss,1976,BUF,66,-,15.1,1.35,2.77,0.486,-,-,-,0.53,0.73,0.729,0.2,0.8,1,2.27,0.73,0.21,1.42,-,3.23,10.07
Jack Marin,1976,BUF,12,-,23.2,3.42,7.83,0.436,-,-,-,2.25,2.75,0.818,0.83,2.5,3.33,1.92,0.58,0.5,2.5,-,9.08,11.92
Dale Schlueter,1976,BUF,71,-,10.9,0.86,1.72,0.5,-,-,-,0.76,1.14,0.667,0.82,2.34,3.15,1.13,0.18,0.24,1.99,-,2.48,10.75
Steve Kuberski,1976,BUF,10,-,8.5,0.7,1.7,0.412,-,-,-,0.3,0.3,1,0.4,2.1,2.5,0.3,0.1,0.2,1,-,1.7,7.82
Don Adams,1976,BUF,56,-,12.6,1.2,3.04,0.394,-,-,-,0.71,1.02,0.702,0.68,1.91,2.59,1.3,0.54,0.12,2.29,-,3.11,9.1
Gar Heard,1976,BUF,50,-,30.5,4.14,9.84,0.421,-,-,-,1.64,2.7,0.607,2.76,7.46,10.22,2.52,1.32,1.1,3.66,-,9.92,13.42
Jim McMillian,1976,BUF,74,-,35.3,6.65,12.41,0.536,-,-,-,2.54,2.96,0.858,1.81,3.46,5.27,2.77,1.19,0.19,1.91,-,15.84,15.37
Dick Gibbs,1976,BUF,72,-,12,1.79,4.18,0.429,-,-,-,1.07,1.29,0.828,0.58,0.89,1.47,0.68,0.22,0.19,1.85,-,4.65,9.77
Randy Smith,1976,BUF,82,-,38.6,8.56,17.34,0.494,-,-,-,4.67,5.72,0.817,1.27,3.82,5.09,5.9,1.87,0.05,3.34,-,21.79,18.74
Bob McAdoo,1976,BUF,78,-,42.7,11.97,24.59,0.487,-,-,-,7.17,9.41,0.762,3.09,9.28,12.37,4.04,1.19,2.05,3.82,-,31.12,23.4
Kenny Charles,1976,BUF,81,-,27.7,4.05,8.88,0.456,-,-,-,1.99,2.53,0.785,0.72,1.99,2.7,2.52,1.52,0.59,3.17,-,10.09,11.94
Ernie DiGregorio,1976,BUF,67,-,20.4,2.72,7.07,0.384,-,-,-,1.28,1.4,0.915,0.22,1.45,1.67,3.96,0.55,0.01,2.36,-,6.72,10.69
Tom McMillen,1976,BUF,50,-,14.2,1.92,4.44,0.432,-,-,-,0.82,1.08,0.759,1.28,2.44,3.72,1.38,0.14,0.12,1.74,-,4.66,11.59
John Shumate,1976,BUF,32,-,32.7,4.56,7.94,0.575,-,-,-,3.03,4.47,0.678,2.56,7.25,9.81,2.03,1.19,0.56,2.59,-,12.16,15.82
Nate Thurmond,1976,CHI,13,-,20,1.54,3.46,0.444,-,-,-,0.62,1.38,0.444,1.08,4.38,5.46,2,0.31,0.92,1.15,-,3.69,11.42
Jerry Sloan,1976,CHI,22,-,28,3.82,9.55,0.4,-,-,-,2.5,3.55,0.705,1.82,3.45,5.27,1,1.23,0.23,3.5,-,10.14,11.19
John Block,1976,CHI,2,-,3.5,1,2,0.5,-,-,-,0,1,0,0,1,1,0,0.5,0,1,-,2,14.21
Matt Guokas,1976,CHI,18,-,15.4,2,4.11,0.486,-,-,-,0.5,0.61,0.818,0.22,0.67,0.89,1.56,0.28,0.06,1.28,-,4.5,9.77
Bob Love,1976,CHI,76,-,37.1,7.14,18.3,0.39,-,-,-,4.76,5.95,0.801,2.51,4.2,6.71,1.91,0.83,0.13,3.07,-,19.05,14.05
Jack Marin,1976,CHI,67,-,24.3,4.51,10.72,0.421,-,-,-,2,2.31,0.865,0.88,2.28,3.16,1.76,0.57,0.07,2,-,11.01,12.85
Tom Boerwinkle,1976,CHI,74,-,27.6,3.58,7.16,0.5,-,-,-,1.59,2.39,0.667,3.55,7.15,10.7,3.82,0.64,0.7,3.55,-,8.76,17.72
Norm Van Lier,1976,CHI,76,-,39.8,4.75,12.99,0.366,-,-,-,3.09,4.2,0.737,1.82,3.58,5.39,6.58,1.97,0.34,3.92,-,12.59,12.99
Steve Patterson,1976,CHI,52,-,15,1.33,3.5,0.379,-,-,-,0.5,0.85,0.591,1.4,2.44,3.85,1.37,0.25,0.21,1.58,-,3.15,9.75
Rowland Garrett,1976,CHI,14,-,23.1,4.07,9.36,0.435,-,-,-,2.71,3.14,0.864,1.93,3.43,5.36,0.5,0.57,0.29,2.29,-,10.86,14.86
Leon Benbow,1976,CHI,76,-,20.9,2.88,7.25,0.397,-,-,-,1.38,1.84,0.75,0.86,1.46,2.32,2.08,0.82,0.14,2.45,-,7.14,10.9
Mickey Johnson,1976,CHI,81,-,29.5,5.9,12.75,0.463,-,-,-,3.49,4.44,0.786,3.44,5.91,9.36,1.6,1.15,0.81,3.6,-,15.3,19.49
Bobby Wilson,1976,CHI,58,-,14.8,3.4,8.43,0.403,-,-,-,0.74,1,0.741,0.55,1.07,1.62,0.9,0.43,0.03,1.66,-,7.53,11.53
Eric Fernsten,1976,CHI,33,-,7.8,1,2.55,0.393,-,-,-,0.79,1.12,0.703,0.76,1.33,2.09,0.58,0.21,0.42,0.61,-,2.79,15.04
John Laskowski,1976,CHI,71,-,22.1,4,9.72,0.412,-,-,-,1.23,1.69,0.725,0.73,2.35,3.08,0.77,0.79,0.14,1.27,-,9.23,11.29
Cliff Pondexter,1976,CHI,75,-,17.7,2.08,5.07,0.411,-,-,-,1.63,2.43,0.67,1.51,3.57,5.08,1.2,0.37,0.35,1.79,-,5.79,13.11
Nate Thurmond,1976,CLE,65,-,17.4,1.88,4.49,0.418,-,-,-,0.83,1.62,0.514,1.55,3.74,5.29,1.05,0.28,1.32,2.23,-,4.58,12.14
Dick Snyder,1976,CLE,82,-,27.7,5.38,10.74,0.501,-,-,-,1.89,2.29,0.824,0.61,1.8,2.41,2.68,0.72,0.4,2.62,-,12.65,14.76
Butch Beard,1976,CLE,15,-,17,2.33,6,0.389,-,-,-,1.8,2.47,0.73,0.93,1.93,2.87,3,0.67,0.13,2.4,-,6.47,14.61
Bingo Smith,1976,CLE,81,-,28.9,6.11,13.84,0.442,-,-,-,1.37,1.68,0.816,1.02,3.19,4.21,1.91,0.72,0.44,2.85,-,13.59,12.9
Austin Carr,1976,CLE,65,-,19.7,4.25,9.62,0.442,-,-,-,1.63,2.06,0.791,1.03,1,2.03,1.88,0.57,0.03,1.42,-,10.12,15.23
Jim Cleamons,1976,CLE,82,-,34.6,5.04,10.82,0.466,-,-,-,2.12,2.66,0.798,1.51,2.8,4.32,5.22,1.51,0.24,2.61,-,12.2,14.93
Steve Patterson,1976,CLE,14,-,9.7,1.07,2.71,0.395,-,-,-,0.57,0.71,0.8,0.5,1.5,2,0.64,0.21,0.36,0.79,-,2.71,10.89
Rowland Garrett,1976,CLE,41,-,5.3,1.24,3.1,0.402,-,-,-,0.37,0.51,0.714,0.44,0.59,1.02,0.24,0.41,0.07,0.88,-,2.85,15.03
Jim Brewer,1976,CLE,82,-,35.5,4.88,10.66,0.458,-,-,-,1.71,2.61,0.654,3.63,7.23,10.87,2.55,1.15,1.09,2.61,-,11.46,14.95
Luke Witte,1976,CLE,22,-,4.5,0.5,1.45,0.344,-,-,-,0.41,0.68,0.6,0.41,1.32,1.73,0.18,0.05,0.05,0.64,-,1.41,10.24
Jim Chones,1976,CLE,82,-,33.4,6.87,15.34,0.448,-,-,-,2.1,3.17,0.662,2.4,6.61,9.01,1.99,0.51,1.13,2.94,-,15.83,15.6
Campy Russell,1976,CLE,82,-,23.9,5.89,12.23,0.482,-,-,-,3.24,4.2,0.773,1.63,2.57,4.21,1.3,0.84,0.12,2.82,-,15.02,19.05
Foots Walker,1976,CLE,81,-,15.8,1.77,4.56,0.388,-,-,-,1.04,1.33,0.778,0.65,1.59,2.25,3.56,1.21,0.06,1.68,-,4.57,15.4
Eric Fernsten,1976,CLE,4,-,2.2,0,0.5,0,-,-,-,0,0,0,0,0.25,0.25,0,0,0,0.25,-,0,-5.99
John Lambert,1976,CLE,54,-,6.2,0.91,2.04,0.445,-,-,-,0.46,0.69,0.676,0.69,1.2,1.89,0.3,0.15,0.22,1,-,2.28,13.93
Wali Jones,1976,DET,1,-,19,4,11,0.364,-,-,-,0,0,0,0,0,0,2,2,0,2,-,8,9.9
Archie Clark,1976,DET,79,-,20.1,3.16,7.3,0.433,-,-,-,1.27,1.47,0.862,0.34,1.39,1.73,2.76,0.78,0.05,1.99,-,7.59,12.27
Bob Lanier,1976,DET,64,-,36.9,8.45,15.89,0.532,-,-,-,4.44,5.78,0.768,3.39,8.27,11.66,3.39,1.23,1.34,3.17,-,21.34,22.85
John Mengelt,1976,DET,67,-,16.5,3.94,8.06,0.489,-,-,-,2.87,3.54,0.81,0.4,1.31,1.72,1.61,0.6,0.07,2.06,-,10.75,19.43
