Marcus Camby,2012,All Team,59,53,22.9,2.17,4.86,0.446,0.03,0.08,0.4,0.49,1.08,0.453,2.66,6.32,8.98,1.81,0.85,1.44,2.14,0.97,4.86,16.23
Derek Fisher,2012,All Team,63,43,23.9,2.05,5.52,0.371,0.56,1.73,0.321,0.9,1.06,0.851,0.19,1.73,1.92,2.7,0.81,0.06,1.86,1.16,5.56,8.08
Stephen Jackson,2012,All Team,47,14,25.8,3.38,9.04,0.374,1.04,3.62,0.288,2,2.43,0.825,0.47,3,3.47,2.51,1.15,0.28,2.11,2.19,9.81,10.7
Richard Jefferson,2012,All Team,63,44,27.7,3.22,7.75,0.416,1.79,4.27,0.42,0.94,1.35,0.694,0.41,3.06,3.48,1.4,0.59,0.3,1.92,0.79,9.17,11.22
Gerald Wallace,2012,All Team,58,58,35.8,4.95,10.9,0.454,0.79,2.59,0.307,3.1,3.88,0.8,1.5,5.16,6.66,2.83,1.47,0.62,2.5,1.91,13.79,15.78
Maybyner Nene,2012,All Team,39,33,28.5,5.41,10.08,0.537,0,0.1,0,2.9,4.31,0.673,1.62,5.85,7.46,2.05,1.08,0.97,2.44,2.46,13.72,18.48
Leandro Barbosa,2012,All Team,64,0,21.6,4.23,9.95,0.425,1.02,2.66,0.382,1.58,1.94,0.815,0.52,1.48,2,1.5,0.88,0.11,2.11,1.47,11.06,13.94
Brian Cook,2012,All Team,32,0,8.6,0.97,3.06,0.316,0.31,1.56,0.2,0.28,0.31,0.9,0.31,1.66,1.97,0.31,0.19,0.16,1.5,0.34,2.53,5.74
Boris Diaw,2012,All Team,57,35,25,2.74,6.16,0.444,0.54,1.74,0.313,0.39,0.61,0.629,1.23,3.68,4.91,3.6,0.6,0.44,2.19,1.96,6.4,11.11
Luke Walton,2012,All Team,30,0,12.1,0.8,2.17,0.369,0.23,0.67,0.35,0,0,0,0.43,1.2,1.63,1.17,0.17,0.03,1.37,0.9,1.83,3.44
Monta Ellis,2012,All Team,58,58,36.6,7.76,17.93,0.433,1.07,3.47,0.308,3.78,4.74,0.796,0.34,3.1,3.45,5.97,1.47,0.31,2.34,3.05,20.36,17.34
