Johnny Davis,1986,All Team,66,7,15.4,2.24,5.21,0.43,0.05,0.2,0.231,1.79,2.09,0.855,0.12,0.71,0.83,3.29,0.56,0.06,1.15,1.18,6.32,13.49
Eddie Johnson Jr.,1986,All Team,71,9,20.8,4,8.75,0.457,0.41,1.2,0.341,1.58,2.18,0.723,0.42,1.28,1.7,4.69,0.28,0.03,1.8,2.07,9.99,13.7
Ray Williams,1986,All Team,47,21,17.6,2.49,6.51,0.382,0.13,0.38,0.333,2.45,2.68,0.913,0.74,1.09,1.83,3.98,1.3,0.09,2.64,2.15,7.55,13.41
Ron Brewer,1986,All Team,44,3,13,1.95,5.09,0.384,0.11,0.39,0.294,0.77,0.86,0.895,0.32,0.89,1.2,0.91,0.39,0.14,1,0.52,4.8,8.8
Jeff Cook,1986,All Team,36,0,10.4,0.86,2.03,0.425,0,0.03,0,0.75,1.17,0.643,0.92,1.47,2.39,0.58,0.36,0.31,1.81,0.39,2.47,9.17
Butch Carter,1986,All Team,9,0,7.4,0.78,2.67,0.292,0,0.11,0,0.67,0.78,0.857,0.22,0.22,0.44,0.44,0.11,0,1.56,0.78,2.22,-1.33
James Donaldson,1986,All Team,83,78,32.3,3.08,5.53,0.558,0,0,0,2.46,3.06,0.803,2.06,7.52,9.58,1.16,0.34,1.67,2.28,1.53,8.63,12.84
Jeff Wilkins,1986,All Team,75,4,15,1.96,4.99,0.393,0,0,0,0.77,1.24,0.624,1,2.64,3.64,0.6,0.15,0.28,2.07,0.69,4.69,7.18
Jeff Lamp,1986,All Team,74,2,17.9,3.31,6.92,0.479,0.09,0.41,0.233,1.5,1.8,0.835,0.72,1.99,2.7,1.58,0.51,0.05,2.09,0.92,8.22,12.99
Kurt Nimphius,1986,All Team,80,66,27.8,4.39,8.68,0.506,0,0.04,0,2.42,3.27,0.74,1.9,3.76,5.66,0.78,0.41,1.31,3.34,1.49,11.2,12.49
Darnell Valentine,1986,All Team,62,29,19.6,2.6,6.26,0.415,0.06,0.23,0.286,2.1,2.82,0.743,0.52,1.5,2.02,3.97,1.16,0.03,1.98,1.82,7.35,12.4
Rod Higgins,1986,All Team,30,0,11.1,1.3,3.53,0.368,0.03,0.3,0.111,0.63,0.9,0.704,0.47,1.23,1.7,0.8,0.3,0.37,1.63,0.43,3.27,7.71
Marc Iavaroni,1986,All Team,68,9,14.9,1.62,3.59,0.451,0,0.03,0,1.12,1.69,0.661,0.93,2.15,3.07,1.21,0.46,0.25,2.35,1.07,4.35,8.52
Chuck Nevitt,1986,All Team,29,0,4.3,0.52,1.48,0.349,0,0,0,0.66,0.9,0.731,0.45,0.66,1.1,0.24,0.14,0.66,1.21,0.41,1.69,10.88
